5.673785692468229946e+00,-3.986370945608177951e+00,-6.038671323736554797e+00
3.455863596106336200e+00,-6.256074101413653388e+00,-4.061317158367661051e+00
3.442675986971669211e+00,-4.872786002751333001e+00,-6.613173762207006590e+00
5.269125853077946786e+00,-5.197850203240939493e+00,-5.066681625576173964e+00
6.424516310614141190e+00,-4.947332214364304370e+00,-4.459089746703742030e+00
4.654214682757829458e+00,-5.079378194616702480e+00,-5.704449704333225846e+00
3.892400975412678932e+00,-5.423461445255168378e+00,-4.155995962679592814e+00
5.981350102959643422e+00,-4.284564320070739285e+00,-5.534659992658041539e+00
3.945100962148976542e+00,-5.148600249749876845e+00,-4.548438827124916095e+00
6.165779637685346870e+00,-5.302546607114238419e+00,-6.854294872942245931e+00
3.455416119856845825e+00,-5.022331573224374068e+00,-6.073389168126236193e+00
4.470777281674273240e+00,-6.046812982558687821e+00,-6.184011149983705380e+00
2.979032803171820287e+00,-5.570567198823998645e+00,-3.861395119221355365e+00
3.952744991826036003e+00,-5.788401300312971287e+00,-4.594661162146279842e+00
4.946968132738082780e+00,-5.627648531861767722e+00,-5.576828518780899913e+00
4.335557312037974675e+00,-3.545152054245797935e+00,-6.996655481143131183e+00
4.912569098113555910e+00,-2.429403086665473666e+00,-2.307188035611145160e+00
2.528789004487567826e+00,-5.731402442131830810e+00,-4.604640647291800448e+00
4.720764412966657275e+00,-4.698231274050897355e+00,-4.908622849606436134e+00
4.499760201651096025e+00,-4.222135513456780842e+00,-3.555318245675385569e+00
5.286791473134135444e+00,-7.470569244452311963e+00,-5.051288579604912954e+00
4.100655607823357585e+00,-7.302187246358105455e+00,-5.396244715867143604e+00
4.078357078006173531e+00,-4.181026418307991932e+00,-4.635446944137060932e+00
5.492652676235123543e+00,-4.463234464581213423e+00,-3.987332181236028283e+00
6.147998316138742148e+00,-5.602724374716776090e+00,-3.894007333979610408e+00
5.606948540887177757e+00,-5.224748172834292603e+00,-5.340461896986731460e+00
4.980390190589162103e+00,-5.919773715021527494e+00,-4.244350950337719475e+00
